#separator:Tab
#html:true
#deck:JLPT N2::자동사·타동사 50쌍 (핵심 구분 & 조사 완성)
#tags column:3
#columns:Front	Back	Tags
"<div style="text-align:center; padding:14px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#b45309; background:#fffbeb; border:1px solid #fde68a; border-radius:12px; padding:3px 10px; margin-bottom:14px;">조사 선택 퀴즈 (が / を) #027</span><div style="font-size:22px; font-weight:700; margin-bottom:16px; color:#111827; line-height:1.4;">道に迷って困っている人<span style="border-bottom:2px solid #2563eb; padding:0 8px; color:#2563eb; font-weight:700;">＿</span>助けた。</div><div style="display:inline-flex; gap:16px; font-size:16px; font-weight:700; margin-bottom:12px;"><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">① が</span><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">② を</span></div><div style="font-size:13px; color:#64748b;">빈칸에 들어갈 알맞은 조사를 선택하세요.</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="font-size:20px; font-weight:700; color:#2563eb; margin-bottom:12px; text-align:center;">정답: ② を</div><div style="background:#eff6ff; border:1px solid #bfdbfe; border-radius:8px; padding:12px; margin-bottom:14px;"><div style="font-size:18px; font-weight:700; color:#111827; margin-bottom:4px;">道に迷って困っている人<span style="color:#2563eb; font-weight:700; text-decoration:underline;">を</span>助けた。</div><div style="font-size:14px; color:#4b5563;">길을 잃고 곤란해하는 사람을 도왔다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-size:14px; color:#1e293b; margin-bottom:8px;"><b>해설:</b> 「助ける」는 사람이나 생명을 구하고 돕는 타동사이므로 대상에 を를 씁니다.</div><div style="font-size:13px; color:#475569; border-top:1px dashed #cbd5e1; padding-top:8px; margin-top:8px;"><b>반대 표현:</b><br>適切な治療で尊い命が助かった。（적절한 치료로 고귀한 목숨을 건졌다）</div><div style="font-size:12px; color:#64748b; margin-top:8px;">📌 공식: [자연 추이·상태 변화] <b>が</b> + 자동사 ↔ [인위적 목적어] <b>を</b> + 타동사</div></div></div>"	JLPT_N2::자타동사50쌍 조사_선택 쌍_027 정답_を
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#059669; background:#ecfdf5; border:1px solid #a7f3d0; border-radius:12px; padding:3px 10px; margin-bottom:12px;">자동사 ➔ 타동사 맞히기 #028</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">パンが焼ける</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#059669;">焼ける</b>」의 뜻과 대응하는 <b style="color:#2563eb;">타동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#059669;">焼ける（やける）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 구워지다 / 타다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> トースターから香ばしい匂いがして、パンが焼けた。</div><div style="font-size:13px; color:#6b7280;">토스터에서 고소한 냄새가 나며 빵이 구워졌다.</div></div><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#2563eb; letter-spacing:0.5px;">대응 타동사</div><div style="font-size:22px; font-weight:700; color:#2563eb;">焼く（やく）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 굽다 / 태우다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> バーベキューで美味しい肉をたくさん焼いた。</div><div style="font-size:13px; color:#6b7280;">바비큐로 맛있는 고기를 많이 구웠다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#059669;">が 焼ける</span> ↔ <span style="color:#2563eb;">を 焼く</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜ける] ↔ 타동사 [〜く] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_028 패턴_〜ける_↔_〜く
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#2563eb; background:#eff6ff; border:1px solid #bfdbfe; border-radius:12px; padding:3px 10px; margin-bottom:12px;">타동사 ➔ 자동사 맞히기 #028</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">肉を焼く</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#2563eb;">焼く</b>」의 뜻과 대응하는 <b style="color:#059669;">자동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#2563eb;">焼く（やく）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 굽다 / 태우다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> バーベキューで美味しい肉をたくさん焼いた。</div><div style="font-size:13px; color:#6b7280;">바비큐로 맛있는 고기를 많이 구웠다.</div></div><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#059669; letter-spacing:0.5px;">대응 자동사</div><div style="font-size:22px; font-weight:700; color:#059669;">焼ける（やける）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 구워지다 / 타다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> トースターから香ばしい匂いがして、パンが焼けた。</div><div style="font-size:13px; color:#6b7280;">토스터에서 고소한 냄새가 나며 빵이 구워졌다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#2563eb;">を 焼く</span> ↔ <span style="color:#059669;">が 焼ける</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜ける] ↔ 타동사 [〜く] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_028 패턴_〜ける_↔_〜く
"<div style="text-align:center; padding:14px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#b45309; background:#fffbeb; border:1px solid #fde68a; border-radius:12px; padding:3px 10px; margin-bottom:14px;">조사 선택 퀴즈 (が / を) #028</span><div style="font-size:22px; font-weight:700; margin-bottom:16px; color:#111827; line-height:1.4;">トースターからいい匂いがして、パン<span style="border-bottom:2px solid #2563eb; padding:0 8px; color:#2563eb; font-weight:700;">＿</span>焼けた。</div><div style="display:inline-flex; gap:16px; font-size:16px; font-weight:700; margin-bottom:12px;"><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">① が</span><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">② を</span></div><div style="font-size:13px; color:#64748b;">빈칸에 들어갈 알맞은 조사를 선택하세요.</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="font-size:20px; font-weight:700; color:#059669; margin-bottom:12px; text-align:center;">정답: ① が</div><div style="background:#ecfdf5; border:1px solid #a7f3d0; border-radius:8px; padding:12px; margin-bottom:14px;"><div style="font-size:18px; font-weight:700; color:#111827; margin-bottom:4px;">トースターからいい匂い<span style="color:#059669; font-weight:700; text-decoration:underline;">が</span>して、パンが焼けた。</div><div style="font-size:14px; color:#4b5563;">토스터에서 좋은 냄새가 나며 빵이 구워졌다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-size:14px; color:#1e293b; margin-bottom:8px;"><b>해설:</b> 「焼ける」는 음식이 열에 의해 익는 자동사이므로 주체에 が를 씁니다.</div><div style="font-size:13px; color:#475569; border-top:1px dashed #cbd5e1; padding-top:8px; margin-top:8px;"><b>반대 표현:</b><br>フライパンで魚を焼いた。（프라이팬에 생선을 구웠다）</div><div style="font-size:12px; color:#64748b; margin-top:8px;">📌 공식: [자연 추이·상태 변화] <b>が</b> + 자동사 ↔ [인위적 목적어] <b>を</b> + 타동사</div></div></div>"	JLPT_N2::자타동사50쌍 조사_선택 쌍_028 정답_が
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#059669; background:#ecfdf5; border:1px solid #a7f3d0; border-radius:12px; padding:3px 10px; margin-bottom:12px;">자동사 ➔ 타동사 맞히기 #029</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">力が抜ける</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#059669;">抜ける</b>」의 뜻과 대응하는 <b style="color:#2563eb;">타동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#059669;">抜ける（ぬける）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 빠지다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> ほっと安心したら、急に体の力が抜けてしまった。</div><div style="font-size:13px; color:#6b7280;">안도했더니 갑자기 온몸에 힘이 빠져 버렸다.</div></div><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#2563eb; letter-spacing:0.5px;">대응 타동사</div><div style="font-size:22px; font-weight:700; color:#2563eb;">抜く（ぬく）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 뽑다 / 빼다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 週末に庭の雑草を一本ずつ抜いた。</div><div style="font-size:13px; color:#6b7280;">주말에 마당의 잡초를 하나씩 뽑았다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#059669;">が 抜ける</span> ↔ <span style="color:#2563eb;">を 抜く</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜ける] ↔ 타동사 [〜く] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_029 패턴_〜ける_↔_〜く
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#2563eb; background:#eff6ff; border:1px solid #bfdbfe; border-radius:12px; padding:3px 10px; margin-bottom:12px;">타동사 ➔ 자동사 맞히기 #029</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">草を抜く</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#2563eb;">抜く</b>」의 뜻과 대응하는 <b style="color:#059669;">자동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#2563eb;">抜く（ぬく）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 뽑다 / 빼다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 週末に庭の雑草を一本ずつ抜いた。</div><div style="font-size:13px; color:#6b7280;">주말에 마당의 잡초를 하나씩 뽑았다.</div></div><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#059669; letter-spacing:0.5px;">대응 자동사</div><div style="font-size:22px; font-weight:700; color:#059669;">抜ける（ぬける）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 빠지다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> ほっと安心したら、急に体の力が抜けてしまった。</div><div style="font-size:13px; color:#6b7280;">안도했더니 갑자기 온몸에 힘이 빠져 버렸다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#2563eb;">を 抜く</span> ↔ <span style="color:#059669;">が 抜ける</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜ける] ↔ 타동사 [〜く] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_029 패턴_〜ける_↔_〜く
"<div style="text-align:center; padding:14px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#b45309; background:#fffbeb; border:1px solid #fde68a; border-radius:12px; padding:3px 10px; margin-bottom:14px;">조사 선택 퀴즈 (が / を) #029</span><div style="font-size:22px; font-weight:700; margin-bottom:16px; color:#111827; line-height:1.4;">週末に庭の雑草<span style="border-bottom:2px solid #2563eb; padding:0 8px; color:#2563eb; font-weight:700;">＿</span>一本ずつ抜いた。</div><div style="display:inline-flex; gap:16px; font-size:16px; font-weight:700; margin-bottom:12px;"><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">① が</span><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">② を</span></div><div style="font-size:13px; color:#64748b;">빈칸에 들어갈 알맞은 조사를 선택하세요.</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="font-size:20px; font-weight:700; color:#2563eb; margin-bottom:12px; text-align:center;">정답: ② を</div><div style="background:#eff6ff; border:1px solid #bfdbfe; border-radius:8px; padding:12px; margin-bottom:14px;"><div style="font-size:18px; font-weight:700; color:#111827; margin-bottom:4px;">週末に庭の雑草<span style="color:#2563eb; font-weight:700; text-decoration:underline;">を</span>一本ずつ抜いた。</div><div style="font-size:14px; color:#4b5563;">주말에 마당의 잡초를 하나씩 뽑았다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-size:14px; color:#1e293b; margin-bottom:8px;"><b>해설:</b> 「抜く」는 손으로 물체를 뽑아내는 타동사이므로 목적어에 を를 씁니다.</div><div style="font-size:13px; color:#475569; border-top:1px dashed #cbd5e1; padding-top:8px; margin-top:8px;"><b>반대 표현:</b><br>緊張が解けて肩の力が抜けた。（긴장이 풀려 어깨에 힘이 빠졌다）</div><div style="font-size:12px; color:#64748b; margin-top:8px;">📌 공식: [자연 추이·상태 변화] <b>が</b> + 자동사 ↔ [인위적 목적어] <b>を</b> + 타동사</div></div></div>"	JLPT_N2::자타동사50쌍 조사_선택 쌍_029 정답_を
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#059669; background:#ecfdf5; border:1px solid #a7f3d0; border-radius:12px; padding:3px 10px; margin-bottom:12px;">자동사 ➔ 타동사 맞히기 #030</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">氷が溶ける</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#059669;">溶ける</b>」의 뜻과 대응하는 <b style="color:#2563eb;">타동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#059669;">溶ける（とける）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 녹다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 気温が高くなって、グラスの中の氷が溶けた。</div><div style="font-size:13px; color:#6b7280;">기온이 올라가서 잔 속의 얼음이 녹았다.</div></div><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#2563eb; letter-spacing:0.5px;">대응 타동사</div><div style="font-size:22px; font-weight:700; color:#2563eb;">溶かす（とかす）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 녹이다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> フライパンを火にかけて、バターを溶かした。</div><div style="font-size:13px; color:#6b7280;">프라이팬을 불에 올려 버터를 녹였다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#059669;">が 溶ける</span> ↔ <span style="color:#2563eb;">を 溶かす</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜ける] ↔ 타동사 [〜かす] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_030 패턴_〜ける_↔_〜かす
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#2563eb; background:#eff6ff; border:1px solid #bfdbfe; border-radius:12px; padding:3px 10px; margin-bottom:12px;">타동사 ➔ 자동사 맞히기 #030</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">バターを溶かす</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#2563eb;">溶かす</b>」의 뜻과 대응하는 <b style="color:#059669;">자동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#2563eb;">溶かす（とかす）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 녹이다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> フライパンを火にかけて、バターを溶かした。</div><div style="font-size:13px; color:#6b7280;">프라이팬을 불에 올려 버터를 녹였다.</div></div><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#059669; letter-spacing:0.5px;">대응 자동사</div><div style="font-size:22px; font-weight:700; color:#059669;">溶ける（とける）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 녹다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 気温が高くなって、グラスの中の氷が溶けた。</div><div style="font-size:13px; color:#6b7280;">기온이 올라가서 잔 속의 얼음이 녹았다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#2563eb;">を 溶かす</span> ↔ <span style="color:#059669;">が 溶ける</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜ける] ↔ 타동사 [〜かす] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_030 패턴_〜ける_↔_〜かす
"<div style="text-align:center; padding:14px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#b45309; background:#fffbeb; border:1px solid #fde68a; border-radius:12px; padding:3px 10px; margin-bottom:14px;">조사 선택 퀴즈 (が / を) #030</span><div style="font-size:22px; font-weight:700; margin-bottom:16px; color:#111827; line-height:1.4;">気温が高くなって、グラスの中の氷<span style="border-bottom:2px solid #2563eb; padding:0 8px; color:#2563eb; font-weight:700;">＿</span>溶けた。</div><div style="display:inline-flex; gap:16px; font-size:16px; font-weight:700; margin-bottom:12px;"><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">① が</span><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">② を</span></div><div style="font-size:13px; color:#64748b;">빈칸에 들어갈 알맞은 조사를 선택하세요.</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="font-size:20px; font-weight:700; color:#059669; margin-bottom:12px; text-align:center;">정답: ① が</div><div style="background:#ecfdf5; border:1px solid #a7f3d0; border-radius:8px; padding:12px; margin-bottom:14px;"><div style="font-size:18px; font-weight:700; color:#111827; margin-bottom:4px;">気温<span style="color:#059669; font-weight:700; text-decoration:underline;">が</span>高くなって、グラスの中の氷が溶けた。</div><div style="font-size:14px; color:#4b5563;">기온이 올라가서 잔 속의 얼음이 녹았다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-size:14px; color:#1e293b; margin-bottom:8px;"><b>해설:</b> 「溶ける」는 얼음이나 고체가 액체로 변하는 자동사이므로 주체에 が를 씁니다.</div><div style="font-size:13px; color:#475569; border-top:1px dashed #cbd5e1; padding-top:8px; margin-top:8px;"><b>반대 표현:</b><br>温かいミルクに砂糖を溶かした。（따뜻한 우유에 설탕을 녹였다）</div><div style="font-size:12px; color:#64748b; margin-top:8px;">📌 공식: [자연 추이·상태 변화] <b>が</b> + 자동사 ↔ [인위적 목적어] <b>を</b> + 타동사</div></div></div>"	JLPT_N2::자타동사50쌍 조사_선택 쌍_030 정답_が
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#059669; background:#ecfdf5; border:1px solid #a7f3d0; border-radius:12px; padding:3px 10px; margin-bottom:12px;">자동사 ➔ 타동사 맞히기 #031</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">体重が増える</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#059669;">増える</b>」의 뜻과 대응하는 <b style="color:#2563eb;">타동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#059669;">増える（ふえる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 늘다 / 증가하다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 最近甘い物を食べすぎて、体重が増えてしまった。</div><div style="font-size:13px; color:#6b7280;">요즘 단것을 너무 많이 먹어서 체중이 늘어 버렸다.</div></div><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#2563eb; letter-spacing:0.5px;">대응 타동사</div><div style="font-size:22px; font-weight:700; color:#2563eb;">増やす（ふやす）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 늘리다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 将来に備えて、毎月の貯金を増やそうと思う。</div><div style="font-size:13px; color:#6b7280;">미래에 대비해 매달 저금을 늘리려고 한다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#059669;">が 増える</span> ↔ <span style="color:#2563eb;">を 増やす</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜える] ↔ 타동사 [〜やす] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_031 패턴_〜える_↔_〜やす
